sound,description,anterior,approximant,atr,back,breathy,centralized,click,consonantal,constricted,continuant,coronal,creaky,distributed,dorsal,glottal,high,labial,laminal,lateral,length,low,nasal,pharyngeal,preaspirated,preglottalized,prenasal,retracted,rhotacized,round,sibilant,sonorant,spread,strident,syllabic,tense,tone_contour,tone_end,tone_level,tone_peak,tone_start,trilled,vibrant,voice
d̤ʒ,breathy=1 consonantal=1 continuant=-1 coronal=1 distributed=1 sibilant=1 strident=1 syllabic=-1 voice=1,0,0,0,0,1,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,1
d̤ː,anterior=1 breathy=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 length=1 syllabic=-1 voice=1,1,0,0,0,1,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
d̥,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
d̥̚,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
d̥ⁿ,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 nasal=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
d̪,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 syllabic=-1 voice=1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
d̪z̪,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 sibilant=1 strident=1 syllabic=-1 voice=1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,1
d̪z̪ː,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 length=1 sibilant=1 strident=1 syllabic=-1 voice=1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,1
d̪ð,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 strident=1 syllabic=-1 voice=1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1
d̪ɮ,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 lateral=1 strident=1 syllabic=-1 voice=1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1
d̪ʱ,anterior=1 breathy=1 consonantal=1 continuant=-1 coronal=1 distributed=1 syllabic=-1 voice=1,1,0,0,0,1,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
d̪ʱː,anterior=1 breathy=1 consonantal=1 continuant=-1 coronal=1 distributed=1 length=1 syllabic=-1 voice=1,1,0,0,0,1,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
d̪ʲ,anterior=1 atr=1 consonantal=1 continuant=-1 coronal=1 distributed=1 dorsal=1 syllabic=-1 voice=1,1,0,1,0,0,0,0,1,0,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
d̪ː,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 length=1 syllabic=-1 voice=1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
d̪ːz̪,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 length=1 sibilant=1 strident=1 syllabic=-1 voice=1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,1
d̪ːʱ,anterior=1 breathy=1 consonantal=1 continuant=-1 coronal=1 distributed=1 length=1 syllabic=-1 voice=1,1,0,0,0,1,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
d̪ˠ,anterior=1 atr=-1 consonantal=1 continuant=-1 coronal=1 distributed=1 dorsal=1 syllabic=-1 voice=1,1,0,-1,0,0,0,0,1,0,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
d̪ˤ,anterior=1 atr=-1 consonantal=1 continuant=-1 coronal=1 distributed=1 pharyngeal=1 syllabic=-1 voice=1,1,0,-1,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
d̪̈,anterior=1 breathy=1 consonantal=1 continuant=-1 coronal=1 distributed=1 syllabic=-1 voice=1,1,0,0,0,1,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
d̪̙,anterior=1 atr=-1 consonantal=1 continuant=-1 coronal=1 distributed=1 syllabic=-1 voice=1,1,0,-1,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
d̪̚,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 syllabic=-1 voice=1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
d̪̤,anterior=1 breathy=1 consonantal=1 continuant=-1 coronal=1 distributed=1 syllabic=-1 voice=1,1,0,0,0,1,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
d̪̥̚,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
d̪̥ⁿ,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 nasal=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
d̪̰,anterior=1 consonantal=1 continuant=-1 coronal=1 creaky=1 distributed=1 syllabic=-1 voice=1,1,0,0,0,0,0,0,1,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
d̪ⁿ,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 nasal=1 syllabic=-1 voice=1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
d̰,anterior=1 consonantal=1 continuant=-1 coronal=1 creaky=1 distributed=-1 syllabic=-1 voice=1,1,0,0,0,0,0,0,1,0,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
d̼,consonantal=1 continuant=-1 coronal=1 labial=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
dᶞ,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=1 strident=1 syllabic=-1 voice=1,1,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1
dᶻ,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 sibilant=1 strident=1 syllabic=-1 voice=1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,1
dᶼ,consonantal=1 continuant=-1 coronal=1 distributed=-1 sibilant=1 strident=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,1
dᶽ,consonantal=1 continuant=-1 coronal=1 dorsal=1 sibilant=1 strident=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,1
dⁿ,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 nasal=1 syllabic=-1 voice=1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
e,back=-1 consonantal=-1 high=1 low=-1 round=-1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
eː,back=-1 consonantal=-1 high=1 length=1 low=-1 round=-1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
eːː,back=-1 consonantal=-1 high=1 length=2 low=-1 round=-1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,2,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
eˑ,back=-1 consonantal=-1 high=1 length=0 low=-1 round=-1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ẽ,back=-1 consonantal=-1 high=1 low=-1 nasal=1 round=-1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ẽː,back=-1 consonantal=-1 high=1 length=1 low=-1 nasal=1 round=-1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,-1,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ĕ,back=-1 consonantal=-1 high=1 length=-2 low=-1 round=-1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,-2,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
e̞,back=-1 consonantal=-1 high=0 low=0 round=-1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
e̞ː,back=-1 consonantal=-1 high=0 length=1 low=0 round=-1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
e̞ˑ,back=-1 consonantal=-1 high=0 length=0 low=0 round=-1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ẽ̞,back=-1 consonantal=-1 high=0 low=0 nasal=1 round=-1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ẽ̞ː,back=-1 consonantal=-1 high=0 length=1 low=0 nasal=1 round=-1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
e̤,back=-1 breathy=1 consonantal=-1 high=1 low=-1 round=-1 syllabic=1,0,0,0,-1,1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
e̤ːː,back=-1 breathy=1 consonantal=-1 high=1 length=2 low=-1 round=-1 syllabic=1,0,0,0,-1,1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,2,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
e̥,back=-1 consonantal=-1 high=1 low=-1 round=-1 syllabic=1 voice=-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1
e̯,back=-1 consonantal=-1 high=1 low=-1 round=-1 syllabic=-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
ḛ,back=-1 consonantal=-1 creaky=1 high=1 low=-1 round=-1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
e̹,back=-1 consonantal=-1 high=1 low=-1 round=1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
e̹ː,back=-1 consonantal=-1 high=1 length=1 low=-1 round=1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
f,consonantal=1 continuant=1 labial=1 sonorant=-1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
fʰ,consonantal=1 continuant=1 labial=1 sonorant=-1 spread=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,-1
fʲ,atr=1 consonantal=1 continuant=1 distributed=1 dorsal=1 sonorant=-1 syllabic=-1 voice=-1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
fʷː,consonantal=1 continuant=1 labial=1 length=1 round=1 sonorant=-1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
fʼ,consonantal=1 constricted=1 continuant=1 labial=1 sonorant=-1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
fˈ,consonantal=1 constricted=1 continuant=1 labial=1 sonorant=-1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
fː,consonantal=1 continuant=1 labial=1 length=1 sonorant=-1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
fːʷ,consonantal=1 continuant=1 labial=1 length=1 round=1 sonorant=-1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
fːː,consonantal=1 continuant=1 labial=1 length=2 sonorant=-1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
fˠ,atr=-1 consonantal=1 continuant=1 dorsal=1 labial=1 sonorant=-1 syllabic=-1 voice=-1,0,0,-1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
g,consonantal=1 continuant=-1 dorsal=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
gb,consonantal=1 constricted=1 continuant=-1 dorsal=1 labial=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,1,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
gd,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 dorsal=1 syllabic=-1 voice=1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
gǀ,anterior=1 click=1 consonantal=1 continuant=-1 coronal=1 distributed=1 sonorant=-1 syllabic=-1 voice=1,1,0,0,0,0,0,1,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1
gǁ,anterior=1 click=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 lateral=1 sonorant=-1 syllabic=-1 voice=1,1,0,0,0,0,0,1,1,0,-1,1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1
gǂ,click=1 consonantal=1 continuant=-1 coronal=1 sonorant=-1 syllabic=-1 voice=1,0,0,0,0,0,0,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1
gǃ,anterior=1 click=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 sonorant=-1 syllabic=-1 voice=1,1,0,0,0,0,0,1,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1
gǃǃ,click=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 sonorant=-1 syllabic=-1 voice=1,0,0,0,0,0,0,1,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1
gɣ,consonantal=1 continuant=-1 dorsal=1 strident=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1
gʘ,click=1 consonantal=1 continuant=-1 sonorant=-1 syllabic=-1 voice=1,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1
gʰ,consonantal=1 continuant=-1 dorsal=1 spread=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,1
gʱ,breathy=1 consonantal=1 continuant=-1 dorsal=1 syllabic=-1 voice=1,0,0,0,0,1,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
gʲ,atr=1 consonantal=1 continuant=-1 dorsal=1 syllabic=-1 voice=1,0,0,1,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
gʷ,consonantal=1 continuant=-1 distributed=-1 dorsal=1 labial=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,-1,0,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
gː,consonantal=1 continuant=-1 dorsal=1 length=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
gˠ,consonantal=1 continuant=-1 dorsal=1 strident=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1
ğ,consonantal=1 dorsal=1 syllabic=-1 vibrant=1 voice=1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1
g̈,breathy=1 consonantal=1 continuant=-1 dorsal=1 syllabic=-1 voice=1,0,0,0,0,1,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
g̊,consonantal=1 continuant=-1 dorsal=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
g̊ʰ,consonantal=1 continuant=-1 dorsal=1 spread=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1
g̙,atr=-1 consonantal=1 continuant=-1 dorsal=1 syllabic=-1 voice=1,0,0,-1,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
g̥,consonantal=1 continuant=-1 dorsal=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
h,consonantal=1 continuant=1 glottal=1 sonorant=-1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
hːː,consonantal=1 continuant=1 glottal=1 length=2 sonorant=-1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
h̃,consonantal=1 continuant=1 glottal=1 nasal=1 sonorant=-1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
h̬,consonantal=1 continuant=1 glottal=1 sonorant=-1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1
h͓,consonantal=1 continuant=1 glottal=1 sonorant=-1 strident=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0,0,-1
i,back=-1 consonantal=-1 high=1 round=-1 syllabic=1 tense=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
iː,back=-1 consonantal=-1 high=1 length=1 round=-1 syllabic=1 tense=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
iːː,back=-1 consonantal=-1 high=1 length=2 round=-1 syllabic=1 tense=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
iˑ,back=-1 consonantal=-1 high=1 length=0 round=-1 syllabic=1 tense=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ĩ,back=-1 consonantal=-1 high=1 nasal=1 round=-1 syllabic=1 tense=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ĩː,back=-1 consonantal=-1 high=1 length=1 nasal=1 round=-1 syllabic=1 tense=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
i̤,back=-1 breathy=1 consonantal=-1 high=1 round=-1 syllabic=1 tense=1,0,0,0,-1,1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
i̤ːː,back=-1 breathy=1 consonantal=-1 high=1 length=2 round=-1 syllabic=1 tense=1,0,0,0,-1,1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
i̥,back=-1 consonantal=-1 high=1 round=-1 syllabic=1 tense=1 voice=-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,-1
